Order_ID,Customer_ID,Customer_Name,Gender,Age,Email,City,State,Country,Product_ID,Product_Name,Category,Sub_Category,Price,Quantity,Order_Date,Delivery_Date,Payment_Method,Rating
2272ee64,ecb1c04a,Elizabeth Haynes,Other,37,michael69@gmail.com,Ambermouth,Alaska,USA,568eab18,Vacuum Cleaner,Home & Kitchen,Vacuum Cleaner Model 5,738.59,3,9/21/2024,11/12/2024,Net Banking,4
d13b3a8b,40a003bb,Dr. Marcus Rios,Male,56,simmonstimothy@armstrong.com,South Angelachester,Massachusetts,USA,59006678,Toaster,Home & Kitchen,Toaster Model 5,593.85,3,4/15/2023,12/6/2024,Debit Card,5
df75e1a4,94b19639,Diane Blevins,Male,47,fallen@wilson.info,Samuelport,North Dakota,USA,8656f3fe,Toaster,Home & Kitchen,Toaster Model 10,342.23,3,8/24/2024,1/24/2024,Net Banking,1
b3f6fcbf,2ef393a4,Melvin Johnson,Other,38,michellehughes@hotmail.com,Jacobland,Mississippi,USA,4edf1b7d,Fiction,Books,Fiction Model 9,730.1,5,8/28/2024,5/29/2024,Cash on Delivery,1
9943fe0d,47fbd420,Suzanne Thompson,Male,46,jacqueline97@parrish.com,East Lauramouth,New Jersey,USA,150e5c8a,Smartwatch,Electronics,Smartwatch Model 1,482.09,4,2/23/2025,9/5/2023,UPI,5
376s535d,3835aef0,Dustin Harrison,Female,47,jeffrey14@yahoo.com,South Lisa,Vermont,USA,e2de703d,Laptop,Electronics,Laptop Model 7,483.79,4,1/11/2024,9/2/2023,Debit Card,3
c068a272,dc1affb8,Kevin Coleman,Male,41,james09@hotmail.com,Port Michael,Illinois,USA,6b2dbf21,T-Shirt,Clothing,T-Shirt Model 2,373.21,1,10/1/2024,3/5/2025,Debit Card,5
1b73ada7,adc2d6eb,Mr. Justin Torres Jr.,Other,23,simmonsamber@charles-martin.org,Gregorymouth,Pennsylvania,USA,08c8a708,Microwave,Home & Kitchen,Microwave Model 9,336.57,1,4/15/2023,12/13/2023,UPI,5
e8734d9d,957d6644,Stephanie Webster,Male,52,stephenmoyer@hotmail.com,Port Christopher,Mississippi,USA,8dc1e9c7,Biography,Books,Biography Model 10,757.34,1,1/31/2025,1/26/2025,Cash on Delivery,5
d7ba899b,00833ed9,Tiffany Brown,Male,59,lindsey82@yahoo.com,South Steven,Texas,USA,d5460877,Smartphone,Electronics,Smartphone Model 2,477.76,4,9/25/2023,8/18/2023,Net Banking,5
e91d65bb,c249c14e,Cassandra Barrett,Other,59,greenebrooke@yahoo.com,Garyville,North Carolina,USA,e03124bd,Non-Fiction,Books,Non-Fiction Model 9,870.71,2,11/1/2024,12/2/2024,Net Banking,4
93b20484,1902ae11,Matthew Knight,Female,61,amyarmstrong@wagner.biz,North Lynnshire,Maryland,USA,92c2db38,Toaster,Home & Kitchen,Toaster Model 8,115.8,3,3/12/2025,5/31/2023,Debit Card,3
e09c44c1,6ba970b3,Ronald Cooper,Male,50,adam78@cannon-hall.info,Kirbyfort,Rhode Island,USA,00ff7812,T-Shirt,Clothing,T-Shirt Model 8,954.77,3,7/9/2024,7/17/2023,Net Banking,5
1dc5bce9,fbce1bfa,Brenda Khan,Male,59,jon52@page.com,Priceburgh,Colorado,USA,8bd7ea57,Tablet,Electronics,Tablet Model 1,337.52,1,3/26/2024,6/7/2023,Cash on Delivery,4
e38b89cd,7f249478,Lisa Cox,Female,40,ycruz@carter.net,South Richard,Connecticut,USA,6433051,Coffee Maker,Home & Kitchen,Coffee Maker Model 1,625.92,2,10/12/2024,10/18/2023,UPI,4
4e716e13,99c84d83,Joshua Krueger,Female,62,melissa45@hotmail.com,Duncanburgh,North Dakota,USA,e6e329ac,T-Shirt,Clothing,T-Shirt Model 8,631.23,5,6/1/2023,9/4/2023,Credit Card,3
e408c749,fb38d5fe,Alexander Martin,Other,19,hbrandt@yahoo.com,West Kimberlymouth,West Virginia,USA,3cf45eef,Microwave,Home & Kitchen,Microwave Model 9,482.98,1,1/11/2025,2/5/2024,Net Banking,5
01f572ab,c8d3a546,Abigail Vargas MD,Female,26,ryan58@gmail.com,Stewartborough,Colorado,USA,12348826,Tablet,Electronics,Tablet Model 9,145.29,2,7/26/2024,8/18/2023,UPI,3
f5be51a5,0186bb4d,Lori Jacobson,Female,46,michael95@yahoo.com,West Markmouth,Maine,USA,0efd2cec,Fiction,Books,Fiction Model 10,236.71,1,8/10/2023,3/4/2025,Debit Card,5
d72e91a3,9db1376c,Jared Martinez,Female,25,holmeselizabeth@gmail.com,North Kennethview,Oregon,USA,34e76abd,Biography,Books,Biography Model 4,930.18,4,6/14/2024,10/26/2023,Credit Card,1
f6f5632b,b3cea95e,Julia Gonzalez,Male,42,leonardkelly@acevedo.com,Hooverside,Virginia,USA,0933349b,Jacket,Clothing,Jacket Model 2,711.87,1,9/18/2023,12/11/2023,Net Banking,4
558b6a1c,7517fd0d,Melissa Adams,Other,38,davismelissa@young-reid.org,New Kennethview,Mississippi,USA,ba66c574,Fiction,Books,Fiction Model 8,225.86,3,6/21/2023,5/14/2024,Debit Card,2
7b4b2b77,3deebec1,Ralph Sanchez,Male,52,logan71@hotmail.com,Claytonstad,New Mexico,USA,45e6173e,Blender,Home & Kitchen,Blender Model 4,641.26,3,5/16/2024,12/11/2024,Debit Card,2
30680b10,3f09f1ba,Katherine Thomas,Male,56,eparker@yahoo.com,New Kevin,South Carolina,USA,8b7f7a2c,Perfume,Beauty,Perfume Model 9,398.38,5,8/6/2024,4/27/2023,Net Banking,4
60f627a0,6d5c0e01,Donna Walters,Other,43,fkelley@williamson-graham.net,Sarahshire,Vermont,USA,6b76b585,Microwave,Home & Kitchen,Microwave Model 5,115.75,5,5/7/2024,1/9/2024,Credit Card,3
865fedb8,b2fa1276,Gregory Mcgee,Female,49,sanderskylie@yahoo.com,South Hannah,Rhode Island,USA,46c33c8a,Tablet,Electronics,Tablet Model 5,332.65,5,2/7/2025,2/6/2025,Cash on Delivery,4
4569c330,846e34d4,Diana Young,Male,34,vaughnkevin@gmail.com,Lake Amandastad,Maryland,USA,c8433b18,Shampoo,Beauty,Shampoo Model 6,511.98,2,1/10/2024,10/6/2024,Cash on Delivery,2
1a8ccfb2,ecf0d35b,Elizabeth Higgins,Other,39,higginsjohn@gmail.com,Holmesmouth,Minnesota,USA,8d6fb119,Non-Fiction,Books,Non-Fiction Model 5,948.16,2,8/17/2024,12/2/2024,Debit Card,4
20d22c7b,e2dfdb6f,Joe Duarte,Female,37,pdavis@gmail.com,Luisberg,Maryland,USA,59b95360,Perfume,Beauty,Perfume Model 1,487.38,1,3/31/2024,4/7/2023,Net Banking,4
1b70a83e,b0cb9ea8,Jason Singh,Other,39,grahamjose@waters-jenkins.info,Timothyborough,Ohio,USA,9da889b4,Shoes,Clothing,Shoes Model 10,686.31,1,7/23/2024,4/12/2024,Credit Card,1
6e67dbfa,9ce68aae,Matthew Owens,Female,32,diane15@hotmail.com,West Alexanderport,Wyoming,USA,504e38b3,Shampoo,Beauty,Shampoo Model 2,324.31,4,5/29/2024,6/30/2023,Credit Card,4
d6a018da,4d5f8c8b,Kelly Wright,Male,32,masseykaren@kennedy.biz,Davidhaven,Colorado,USA,a8395280,Laptop,Electronics,Laptop Model 6,471.21,2,5/30/2023,10/30/2023,Debit Card,1
fdeb88d7,1154f5b7,Brittany Peters,Male,63,nday@olson.com,North Gregoryfort,Massachusetts,USA,ffc54556,Jeans,Clothing,Jeans Model 10,310.03,5,12/24/2023,3/8/2025,Debit Card,3
fd6c5156,3bed2466,Chad Cain,Female,65,bmorrow@cruz.biz,Gonzalezside,Massachusetts,USA,913ebeee,Tablet,Electronics,Tablet Model 10,283.34,5,12/28/2024,10/4/2023,Credit Card,3
9fb30ef2,f06be53e,Johnathan Mcbride,Male,26,moranvanessa@sellers.com,East Alexandra,New Mexico,USA,c6d67a5d,Jacket,Clothing,Jacket Model 4,198.24,4,6/27/2024,5/15/2024,Debit Card,5
d12967e3,05f7fd00,Stephanie Velasquez,Female,58,gregory19@rocha.com,Frostland,Tennessee,USA,fba5adb0,Laptop,Electronics,Laptop Model 1,706.87,3,11/16/2023,3/11/2025,Cash on Delivery,5
7fdd5f8a,a7159ca3,Jack West,Male,49,kristibryan@yahoo.com,Mcdanielmouth,Alabama,USA,61617bef,Shoes,Clothing,Shoes Model 10,588.86,5,10/31/2023,8/6/2023,UPI,5
63aa55bd,cedfcb35,Brandon Neal,Male,30,martinwilliams@yahoo.com,New Meganside,Pennsylvania,USA,45f759b6,Tablet,Electronics,Tablet Model 7,694.54,5,7/22/2023,6/9/2024,Net Banking,2
4cd6e253,250f50b1,Jasmine Wells,Female,49,yangjohn@gmail.com,South Anthonyville,Arkansas,USA,e25e98a8,Shoes,Clothing,Shoes Model 5,511.43,2,3/5/2024,10/28/2024,UPI,4
3f6924c5,7bbea87a,Christopher Tapia,Female,23,anneespinoza@gmail.com,West David,Mississippi,USA,740b4401,Shampoo,Beauty,Shampoo Model 8,82.69,2,12/10/2023,10/22/2023,Net Banking,5
e8808a70,a61b24b3,Amanda Holt,Other,48,morgan39@gmail.com,Travisberg,West Virginia,USA,67f9dc18,Vacuum Cleaner,Home & Kitchen,Vacuum Cleaner Model 10,408.32,1,3/17/2024,8/25/2024,Debit Card,2
4be43830,790cc4c7,Daniel Walters,Female,22,kesparza@gmail.com,Port Maryville,Wyoming,USA,e49ed438,Jeans,Clothing,Jeans Model 8,550.18,4,5/10/2024,10/15/2023,Net Banking,3
56dba58f,6000980b,Timothy Matthews,Other,53,ymckinney@barnes.com,Leeside,Nevada,USA,bcbc5713,Jeans,Clothing,Jeans Model 5,83.59,4,4/18/2024,5/20/2024,Debit Card,5
aa1c2ec2,7eedb4f0,Justin Clark,Female,45,qharris@gmail.com,Port Jennifer,Illinois,USA,47b8db6c,Microwave,Home & Kitchen,Microwave Model 5,675.03,5,3/31/2023,3/23/2024,Credit Card,1
5a9c9c2d,f4c15d7b,Christopher Woods,Other,30,tracy66@norris.info,Robbinsborough,Washington,USA,ce658345,Headphones,Electronics,Headphones Model 9,50.1,5,5/29/2024,5/9/2024,Cash on Delivery,3
56795cd8,7b40000b,Laurie Sanders,Other,62,michael57@hotmail.com,East Monicaburgh,Alabama,USA,317c27ab,Non-Fiction,Books,Non-Fiction Model 8,470.88,3,1/26/2024,10/24/2023,Net Banking,3
eb95bb12,af295660,Audrey Allen,Male,31,martinezjonathan@lewis-lindsey.info,Lake Jessica,New Jersey,USA,041e0fae,Comics,Books,Comics Model 9,151.35,2,7/8/2024,8/7/2023,Cash on Delivery,3
9159d026,e7592b68,Anita Kelly,Female,35,rosssara@pennington-robinson.biz,East Ryan,Illinois,USA,f823ead7,Non-Fiction,Books,Non-Fiction Model 3,842.48,1,6/27/2024,11/30/2024,Credit Card,3
aac44c5c,6767860d,Madeline Hayes,Other,28,dennis38@atkinson.biz,North Michelleside,Oregon,USA,b7b45cd3,Smartphone,Electronics,Smartphone Model 1,700.66,5,10/28/2024,10/22/2024,Net Banking,2
33e7d3f3,353da9bc,Jennifer Thompson,Male,42,yfranklin@ross.info,South Robert,New Jersey,USA,69f6e43e,Body Lotion,Beauty,Body Lotion Model 4,591.77,1,9/23/2023,8/6/2024,Credit Card,4
20cdba69,dbf14d8d,Steven Kent,Male,56,fsloan@hotmail.com,Josephburgh,Oklahoma,USA,795e5141,Jeans,Clothing,Jeans Model 8,522.18,3,8/2/2024,10/24/2023,Cash on Delivery,2
66be3385,d5147da0,Carol Nelson,Female,35,antonio00@davis.com,New Michelleport,Arkansas,USA,15a620c1,Fiction,Books,Fiction Model 4,742.45,5,10/1/2023,8/26/2023,Cash on Delivery,2
281eb16d,0a769431,Rachel Cochran,Other,50,oyoung@gmail.com,East Kimberly,Georgia,USA,3aaf1759,T-Shirt,Clothing,T-Shirt Model 10,980.96,1,5/22/2024,10/14/2024,Net Banking,1
0848c329,13076s677,Kenneth Medina,Other,55,xowens@hotmail.com,Lake Rhondashire,Colorado,USA,5213b5af,Educational,Books,Educational Model 10,752.56,5,11/27/2023,1/6/2025,Net Banking,1
47bc2de4,59d344ac,Melissa Mejia,Female,35,lisacuevas@yahoo.com,West Lisa,Arkansas,USA,cc34fa6b,Body Lotion,Beauty,Body Lotion Model 5,930.27,4,2/20/2025,7/8/2024,Debit Card,4
3488d127,6ec09b22,Mr. Eric Olson,Female,47,sthomas@marquez-jackson.com,Port Stevenfurt,Wyoming,USA,0ac49491,Biography,Books,Biography Model 3,472.63,4,5/2/2023,10/17/2024,Credit Card,1
049bba59,fc0fc89a,Seth Sanchez,Female,30,josephhaley@payne.com,Sheppardtown,New Mexico,USA,2e000feb,Toaster,Home & Kitchen,Toaster Model 1,210.92,1,1/6/2025,7/8/2024,Net Banking,2
1eded861,1ea35ff0,Nicholas Knox,Female,53,fclay@hotmail.com,Shawburgh,Massachusetts,USA,ffb8ecba,T-Shirt,Clothing,T-Shirt Model 7,590.86,2,11/5/2024,6/19/2023,Credit Card,5
c6ea777a,5cce73f8,Jennifer Santiago,Female,22,lsimon@mendoza-bowers.info,Sandraton,Arizona,USA,ea1b0a7d,Non-Fiction,Books,Non-Fiction Model 8,797.78,5,6/2/2024,11/15/2024,Cash on Delivery,4
0cd33dc6,afef4b08,Jordan Mitchell,Other,31,lisa48@marquez-brown.com,New Billy,South Carolina,USA,0439f2cb,Comics,Books,Comics Model 7,878,2,1/7/2024,7/10/2024,Cash on Delivery,1
359d1355,77ddedc3,Andrea Gray,Other,24,johnsonamanda@yahoo.com,Grahamland,Mississippi,USA,fb1a7808,Smartphone,Electronics,Smartphone Model 2,180.42,2,11/3/2024,7/3/2024,Net Banking,5
3ed1be7b,ed6f2280,Joanne Mooney,Female,38,megan68@yahoo.com,Bradmouth,Oklahoma,USA,d26ee964,Jeans,Clothing,Jeans Model 6,782.94,4,7/6/2024,10/28/2024,Net Banking,3
e3ed3044,e41329a3,Jeffrey Thompson,Male,38,ngates@gmail.com,New Matthew,Maryland,USA,10f82cea,Biography,Books,Biography Model 10,582.99,4,4/5/2024,11/10/2023,Net Banking,1
9618b89a,85c1463d,Julie Carpenter,Female,57,lewismeghan@hotmail.com,Lake Linda,Utah,USA,03c8361a,Tablet,Electronics,Tablet Model 5,101.8,3,7/16/2023,6/26/2023,Cash on Delivery,2
7760c22a,092f7d51,James Martin,Male,58,christopher15@yahoo.com,North Nicole,New York,USA,63e376ff,Microwave,Home & Kitchen,Microwave Model 1,961.53,1,2/22/2024,10/30/2023,Debit Card,4
0cc1df55,1111afbb,Sharon Jackson,Other,45,sfrench@hotmail.com,Taylorview,Nevada,USA,30632966,Shampoo,Beauty,Shampoo Model 2,932.56,3,2/9/2025,6/15/2023,Debit Card,1
8c11bd0f,a93e574b,Jennifer Stewart,Female,38,uweaver@hardin-ferguson.com,Danashire,Kentucky,USA,91b97fab,Fiction,Books,Fiction Model 10,821.54,3,6/11/2024,5/10/2024,Cash on Delivery,2
0aea86d4,4b365ba3,Lisa Ramos,Female,60,zschmidt@yahoo.com,North Williamview,Oklahoma,USA,40606a37,Face Cream,Beauty,Face Cream Model 2,830.24,5,12/21/2024,2/26/2025,Debit Card,3
d54f192c,44ab4877,Steven Owens,Male,40,lopezpatricia@hotmail.com,East Jason,Ohio,USA,8f8f9c70,Fiction,Books,Fiction Model 7,131.11,2,1/10/2025,10/17/2024,Credit Card,1
bdd423ed,4c3656be,Jason Gibson,Female,18,valerie43@rogers.org,Campbellchester,Pennsylvania,USA,96dc1a10,Comics,Books,Comics Model 8,456.81,5,9/22/2024,11/20/2024,Cash on Delivery,4
941b3a86,38e04972,Amanda Clark,Other,39,rthompson@peck.info,Port Kimberly,Washington,USA,7c4aa26e,Headphones,Electronics,Headphones Model 7,215.54,2,6/29/2023,1/14/2025,Net Banking,3
6d08755b,acd83485,Nicholas Foster,Male,59,eric28@berry.biz,Lonnieshire,South Dakota,USA,71cf07d3,Smartwatch,Electronics,Smartwatch Model 9,251.86,3,5/13/2024,5/2/2023,Cash on Delivery,1
6a7a268f,f1db958e,Misty Allen,Female,46,eatonlisa@gonzalez.com,Jasonstad,Texas,USA,9bad2c74,Jeans,Clothing,Jeans Model 7,937.37,4,7/30/2024,12/2/2024,Net Banking,4
e5eed791,106a98bb,Nancy Perez,Female,20,owensdonna@vance.com,West Evan,New Hampshire,USA,5c41133a,Body Lotion,Beauty,Body Lotion Model 5,157.15,4,2/1/2025,6/11/2023,Debit Card,4
0f8133e9,ae413773,Marc Rosales,Other,64,allisondiaz@erickson.com,Riverahaven,Georgia,USA,22f90856,Jacket,Clothing,Jacket Model 1,701.77,1,12/24/2024,1/3/2025,Debit Card,4
dbb1bbb6,52bfd451,Kyle Oneal,Male,21,georgemorton@gmail.com,South Beth,Illinois,USA,0f87c177,T-Shirt,Clothing,T-Shirt Model 9,750.49,2,7/10/2024,1/2/2025,Cash on Delivery,2
b67cdb7e,4b160bdd,Samantha Miles,Male,64,yrichards@ward.net,East Frankborough,Virginia,USA,e4649f7d,Tablet,Electronics,Tablet Model 1,751.63,4,11/2/2024,9/10/2024,Net Banking,3
4f7b26fc,31b833fa,Amber Cox,Male,52,erikaalvarez@yahoo.com,Charlesstad,South Carolina,USA,a182858d,Face Cream,Beauty,Face Cream Model 9,151.6,5,8/5/2024,9/10/2023,Credit Card,5
f4fefeb2,f18753bc,Joe Thomas,Male,47,zacharyferguson@yahoo.com,North Dominiquemouth,Florida,USA,78d40019,Educational,Books,Educational Model 10,599.67,2,7/12/2023,9/27/2023,Credit Card,1
b1ee1758,678cae0d,Christina Allen,Male,18,treilly@gmail.com,Port Susan,Pennsylvania,USA,bc13ebf3,Shoes,Clothing,Shoes Model 3,937,5,6/7/2023,8/29/2023,Debit Card,1
06c9cdd6,9dd6b006,Stacy Walters,Other,47,donaldclark@yahoo.com,South Cory,Mississippi,USA,ca277565,Jeans,Clothing,Jeans Model 3,186.38,1,4/6/2024,5/22/2023,Credit Card,1
a825ed3f,a2f09e87,Jamie Frederick,Female,62,john42@fox-smith.com,East Mistytown,South Carolina,USA,6fb544fc,Jeans,Clothing,Jeans Model 2,312.32,1,10/10/2024,7/15/2023,Cash on Delivery,1
70d135c2,41d58067,Melissa Myers,Male,21,kathyzimmerman@yahoo.com,Amandaside,Florida,USA,7ec0ff7a,Coffee Maker,Home & Kitchen,Coffee Maker Model 4,101.07,2,8/12/2023,9/9/2024,Debit Card,5
6a1064f0,9cabac30,Jeff Shields,Female,19,agarcia@schmidt.org,New Mindy,Wisconsin,USA,a5bb8bbf,Lipstick,Beauty,Lipstick Model 9,598.66,5,6/24/2024,12/7/2023,UPI,3
446sda8464,d8f7d795,Gary Wright,Female,30,lferguson@paul.com,Laurafurt,South Carolina,USA,d4280649,Smartwatch,Electronics,Smartwatch Model 7,174.23,4,7/19/2023,11/7/2024,Debit Card,2
87d036d1,259a4785,Charles Hunt,Male,59,vanessa26@sharp.info,Smithside,Florida,USA,15500a8c,Tablet,Electronics,Tablet Model 2,219.71,2,3/12/2025,7/12/2024,Cash on Delivery,4
6d6fdd93,ec52c91c,Carol Smith,Other,25,iwilliams@hotmail.com,North Tara,Hawaii,USA,7d105bc9,Lipstick,Beauty,Lipstick Model 10,467.66,1,9/8/2023,7/9/2024,UPI,4
01763a15,b42e296c,Amy Warren,Male,43,roberthenderson@hotmail.com,Eddieport,Mississippi,USA,c6fe021f,Biography,Books,Biography Model 4,385.36,3,3/5/2025,11/6/2024,UPI,1
dce795ff,681ce20e,Bradley Rocha,Other,27,pbradford@hotmail.com,Heathermouth,Indiana,USA,0a7106e6,Face Cream,Beauty,Face Cream Model 5,93.03,1,9/19/2023,12/12/2024,UPI,4
4da837d4,aaaf4270,Taylor Ramirez,Female,39,darren53@gmail.com,Alyssaborough,Wisconsin,USA,f52447ec,Microwave,Home & Kitchen,Microwave Model 6,49.91,3,4/19/2023,6/7/2024,Debit Card,3
41c2c187,1f13b744,Alexander Mitchell,Female,55,valenzuelamichael@rhodes.org,New Sophia,Nebraska,USA,4b1dd1ba,Tablet,Electronics,Tablet Model 10,437.21,4,7/2/2023,11/12/2023,UPI,2
217b03fc,db09a00e,Harry Weaver,Other,37,harperthomas@cruz.com,Smithtown,South Carolina,USA,bdfc6ef5,Face Cream,Beauty,Face Cream Model 7,146.47,4,7/7/2024,10/29/2024,Net Banking,5
b8ffcea2,af01d4cc,Glenda Good,Other,29,obrown@yahoo.com,Gravesview,Illinois,USA,3ecaf233,Laptop,Electronics,Laptop Model 7,679.62,4,8/19/2024,6/5/2023,UPI,2
fca66ca1,0ab91790,Kyle Davies,Male,61,walter82@nelson.com,New Mollytown,South Carolina,USA,68f550b3,Jeans,Clothing,Jeans Model 10,859.89,2,9/13/2023,9/15/2023,Debit Card,5
84652ab0,d9b8c18d,Jane Rocha,Female,40,richardtanner@hotmail.com,Emilyberg,Delaware,USA,035e2e52,Vacuum Cleaner,Home & Kitchen,Vacuum Cleaner Model 6,527.11,2,6/2/2023,1/20/2025,Net Banking,2
fcc89298,c97563dc,Natalie King,Female,62,falvarez@gmail.com,East Andrewfurt,Rhode Island,USA,1cdb0edf,Body Lotion,Beauty,Body Lotion Model 8,778.52,5,1/28/2025,8/4/2024,UPI,3
aa23b02a,008a9d52,Terry Taylor,Male,27,tonyevans@yahoo.com,Stephensontown,Alabama,USA,e40fa2e7,Toaster,Home & Kitchen,Toaster Model 6,222.62,3,12/26/2024,2/16/2024,Credit Card,5
10f71d49,747472ce,Laurie Foster,Male,65,angela35@reyes.com,West Johnport,New Hampshire,USA,5a80c8d2,Smartphone,Electronics,Smartphone Model 9,962.52,5,8/22/2023,6/14/2024,Cash on Delivery,4
